Place,Label,Review
railways,Positive,Is located in the heart of Mumbai and is easy to access from most tourist places. The station is clean and well-maintained with good security and all passenger amenities.
railways,Negative,This is one of the most important railway terminal in India.It is a disgust to India.Waiting room was stinking and overcrowded without air conditioning. What’s more to say.Why don’t you give to private facility management services. You can see how the people are sitting inside from the photo. Heart of India is bleeding then what about other places
railways,Positive,"Well maintained station.It is located approx 5 km from the CST station.Mostly, the trains for Gujarat, Rajasthan, Haryana depart from this station"
railways,Positive,"I found Mumbai Central Railway Station to be a vibrant and lively hub. Its bustling atmosphere, filled with a mix of 1st class passengers, beggars, porters, packers, peddlers, and locals, contributes to the energetic excitement of the station. Utilizing it as a travel hub on several occasions, I appreciate how it consistently offers a unique experience, never failing to be thoroughly enjoyable."
railways,Positive,Nice and clean railway station. Have waiting area for passengers. Food items are available at the railway station. Seats are not that much comfortable. Have capsule stay area first available in India
railways,Positive,This station is well maintained by the Western Railway authorities. Both long-distance terminus and suburban platforms are adjacent to each other. Mumbai Central is one of the best residential and commercial localities in South Mumbai.
railways,Positive,"One of the important railway station of the city. Trains connecting to Gujarat are many from this station. There is an AC waiting hall, a pod hotel and food stalls. However food stalls lack quality. There is ample amount of seats here."
railways,Negative,As a terminal you can just have seats at the entrance but at the platforms you won't find any bench to seat upon. Also many coach indicators are not working as well. Still the staffs have maintained a tidy railway station. The Urban Local Line is just adjacent to the Main Express line. Your taxis fare saves there
railways,Negative,"This place is not what its name suggest, Mumbai central. It's not clean and also too smelly. Even it's express ticket counter is outside the station. Although staff is supporting. Only few train departure from this station which leads you outside Mumbai."
railways,Negative,"Mumbai railway station: Overwhelmingly crowded, challenging for a first-timer. The lack of a clear system made navigation difficult."
railways,Positive,"MMCT railway station is one of the most important railway stations in Mumbai. It has 5 platforms. It is almost always crowded all the time. There are shops and food joints, but they serve food which is just about average. I would suggest you to go outside the railway station to eat."
railways,Positive,It's divisional head quarter of Western Railways mumbai division. Station is very clean & nit. Their are two parts of station which is mainline & other is local line. From mainline you can get long distance trains while from local line suburban trains. Both parts are well connected by number of foot over bridge.
Hospital,Negative,"Doctors are good but once the senior doctor calls them they will go for hours and not come to check patients they haven't told patients to wait or go ,,,they simply go and patients wait for them.i visited this hospital for minimum 7 times sometimes they provide good treatment but sometimes in order to escape from patients issues they write for scan or etc without listening properly what happens to the patient."
Hospital,Negative,"Billing wait more than 1 hour,for giving blood wait for 1 hour ,,,once every test is finished doctor is not available,,,go for minor treatment,,,but don't go when U will be serious."
Hospital,Negative,minimum 3 days required to get proper treatment with reports.
Hospital,Negative,"Some staff are miss guided U,,,not telling properly where to go to take treatment,,,today I waste minimum 2 hours because of this.10:30 visited hospital for book waitng for 1 hour for ch checkup 2 hours ,for billing 3 hours and lastly 4 O clock hospital closed whole day is finished but not get any treatment."
Hospital,Negative, shortage of staff
Hospital,Positive,"This is one of the Missionary Hospitals.But within the South India area,This is one of the most important, valuable, price negotiable, well cared, updated equipped, and multiple specialist Hospital.As compared to others for fees.Equal to the cimi government."
Hospital,Positive,"I am told that they take good care when patients are admitted, however the diagnosis and admission process take quite a long time. I loved the architecture of the hospital which was built by the British. A beautiful landmark that must be preserved and showcased to the world. Take a look of the pictures and decide for yourself."
Hospital,Negative,"My own experience. Waste of time you you would end up saying better we die than visit this place for treatment. lack of services , doctor are not bothered about patients and clueless some time what to do. No proper management, larger the queue for simple things like getting blood test done atleast needs to stand hours in 5 different queues and it finally gets into delay and delay in everything , adminstration sucks, n time sense and nursing staff and staff always behave rudely and keep asking money from security to dactors this is same."
Hospital,Positive,"Very good facilities for the common people, doctors are very caring and attentive to their patients, but tye supporting staff are very inhumanic in nature.I took my wife on May, 2024 for case of postoperative orthopedic infection and am totally satisfied with Their service"
Hospital,Positive,"How people use the hospital like wise it is there, no extra comments"
Hospital,Positive,One of tho best Hospital in Bangalore and hospital area is clean and beautiful 😍. Doctors and nurses treat the patients properly
Hospital,Negative,Worst in the hospital in Bangalore name only government but every time amount but c block hd word.Dr.Rohith worst behavior patient. no treatment waste of time please I request for peoples please action. no respect in patient attender..worst off worst behavior in c.block .DR.Rohith
Hospital,Negative,"It was really a painful experience what we had in Victoria hospital emergency,opd and gastroenterology opd. It started on 5/07/2024 my 42 years old uncle who is a auto Driver (alcohol abused) had sivar abdominal pain. Seeking both physical and mental help he hardly able to walk. We met doctor they asked us to take so many tests that took us 3 days to complete and get the results. Then we shown the reports to the doctor again they have send us to gastroenterology opd. Next day we met gastro doctor again they asked us to take more tests. My uncle completely lost his strength and voice. 5th day we took him to st John's hospital in autorickshaw. In st John's hospital ICU immediately and he is in very critically ill."
Hospital,Negative,Per day bill is approx 4000. Which we really cannot afford 
Hospital,Negative,"Very very bad behaviour by the staffs. Today I had very bad experience in disability ward. I went to apply udid card for my son. I don't now local language so the person whom I met for the further process in disability ward, asked me to get out bcoz of the language issue. He don't know English n Hindi how dare he spoke with a lady with indecent manner. Very very worst staff worst doctor's.plz do some changes its request from the government of Karnataka by the common person"
Hospital,Negative,"Long ques for payments and appointment. Even inpatients have to visit diagnosis, lab, pharmacy etc. Hardworking attenders needed. No way for alone patients to complete treatment. End of the day you will save lot of money. Cost is like penny compare to private hospital."
Hospital,Positive,"Pshytratric doctors are very good especially senior pshytratric Dr. Surabhi is a godess down to earth she guided me very well i was a drunker chronic Alcoholic since 15 years but i have left smoking and alcohol from past 18 months i feel good and even i am good at walking, swimming, jogging and physical excercises a great thanks to dr. Surabhi"
Hospital,Negative,"Some staffs are very very rude, loud and doesn't care to help. Some are always angry, no patience. There are few good staffs too. I approach one staff and asked for room no. 27, and she looked at my opd book and ask me to go to the surgeon. I said that I have just met the surgeon and she is the one who asked me to go to room 27. But she doesn't care to listen what I have to say. Instead, she harshly said, ""Go to the surgeon"". Such a cruel staff she was. If one don't want to serve the people or help the patient then better leave the job. I believe they are appointed to help the people not show their anger. Hope they understand and be a little kinder. It's a big hospital and sometimes things get difficult for new timers and non Kannadian speaking people."
Hospital,Negative,We came to the new building for registration for gasto Dr the receptionist was very rude to give change I think her name Ms manu shree we come with the pain her behaviour. ladies were busy with talking gossip i think she is not fit for that palace
Hospital,Negative,"Pathetic experience we admitted a north indian worker to the hospital affected in dengue positive at the platlet count of 20 k , even after seeing the condition they given ward after 4-5 hrs, and next day they informed we can't treat him here you take him to private hospital his count reduced to 13k.don't have any hope in bangalore government hospital so planned to shift to Ranchi government hospital."
Hospital,Negative,"All security staff all are corrupted everyone is behind the money begging staffs. Management have zero control on the system. patient's there with some hope that Dr will save my life, but totally wrong , Negligence and no humanity lives there, Goverment should take action and step to make the system."
Hospital,Negative,"Treatment is good, but no higiene in ICU floor is sticky helpers are so arrogant what see today is felt bad asking directly bribe here with attenders they quarrel no courtesy only (ayas) got admitted in ICU full bed wet"
Hospital,Negative,One of the worst and pathetic hospital in Bangalore. Staffs are behaving rude.and once u admitted in hospital then u have run 100 times for 100 reports . And for reports u have to wait for whole day . And security will ask money to allow the inside the hospital. They will not bother about patient . Because of there negligence i lost my mom 🥺. If u want to ur parents alive then please don't come here . They will kill them.
Hospital,Negative,All doctors don't know if they are really committed to their work nobody cares for the patients they show that u will be fully recovered in the tecc building but once u r shifted to mpd building or their wards nobody cares . All jnr doctors directly say it out we don't know anything as we don't have any updates and move on
Hospital,Negative,"The biggest joke here is for consultation 10rs is charged, but for a 2 wheeler vehicle parking, they ask 20rs.Worst payment system, patients end up waiting in queue for many many hours."
Hospital,Negative,Banglore worst hospital and uneducated doctors and no proper staffing and I will never recommend this hospital more than hospital it looks like graveyard and Bhoot Bungalow waste good for Nythng.
Hospital,Negative,Most worst hospital ever. People here are more concerned about business than humanity. Doctors will kill you in the name of money and procedures here. Don't ever waste your time coming to this place
Hospital,Negative,Very bad treat ment to this hospital.I will come 10:00 clock but doctor is not till 12:00 anresponsible work peoples can pls request to change
Hospital,Negative,Very worst experience in frist time govt hospital in Agara no one staff treated.and tell all are in out side.and one staff will only do the dressing ur self only we are not helping you.
Hospital,Negative,Opening timing is 6am but now it’s 9:35am still not open this is way government is maintaining the hospital
Hospital,Negative,Today open but Not working doctor cicil hospital .I'm 20km long se aaya but Not working
Hospital,Negative,Hi I visited here for Dog bite vaccine. They are charging rs 100 per vaccine though it is free supply from government.for 4 dose ipaid rs 400. They also charging rs 50 for polio drop which one is also a free supply from government.Form free supply govt medicine and vaccine also they make it a source of side income.Most importantly though it is a govt hospital but it opens after 10:15 am and remains close on Sundays.
Hospital,Negative,"Horrible place, highly irresponsible staff, pathetic staff attitude. They never give the COVID test result. It has been 2 weeks since I took the test. This is a very callous attitude from the staff. They never bother to give the report. What is the point of taking the COVID test then? The patient may even die before seeking treatment. Let them stop doing the test then. Also, staff comes there only by 10:30 am to 11 am."
Hospital,Positive,The service is quick incase you want covid vaccine. The person at the counter is quick bit functionally answers everything you need. Most of the negative stars are due to unfair expectations from a UPHC.
Hospital,Positive,Hospital was neat and tidy. There was a reception to attend for enquiries. A lady doctor is available for consultation at 11am. One with a ration card can avail free treatment else will be charged accordingly. Located in good proximity for public. Good refrigeration facility available for preserving Vaccines. Rabies Vaccines can be availed here between 11am and 4pm.
Hospital,Negative,Not worth for single star.Workers not good today 4-sep-2021 iwill go to hospital for COVACCINE officers very badly caring in patients.I reached 8 am. Wait for COVACCINE 11.30 till waiting After he tells comes evening wt that rules for vaccines.Very very badly experience
Hospital,Negative,"I had visited for testing in May 21went i was tested Post though we know it's a government please we have to accept late service. All reports are on message only it is mentioned on government websites too. Staff is less, this place is only for consultation and some medicine. Do not expect treatment. Bid laye bigger lunch break try to avoid 1 _2 pm visit. It open 9 am."
Hospital,Negative,Please do not believe the covid report they share here. 4 days back I have done the covid test here and I got the report yesterday evening negative. I had a servere symptoms so I did the test again yesterday morning in the private hospital my report came today within 24 hours and its positive. Please do not be fool to take the test from this hospital otherwise you will risk your life. Do take care
Hospital,Negative,They don't deserve 1 star too. I went to check-up and get vaccine (which is not sure expired or not) and they gave me calcium and iron for my 6th month pregnancy which is actually already expired this hospital is not safe for especially the person who can't read. Who knows? Maybe they are given expired medicine and vaccine too so careless.
Hospital,Negative,"Funny one. I have book appointment for covaxin vaccine in the cowin portal. However, after going for vaccination at the specified time slot, the staff told me that there is nothing about appointment. One has to come at 8.00am in the morning by taking a token and stand in queue."
Hospital,Negative,First of all neither counsellor not MLA are serious in having regular check to what time the hospital opens. Google says 6am but they are so lazy that they open at 9:00am.
Hospital,Negative,They took too much time to register.Went back to sample collection place and guy collecting samples just touched the tongue and inside of nose and said done . We were sure this sample won't give result and after 3 days result came negative. But at another place same person gave sample and thia time result was positive.
Hospital,Negative,"Worst hospital,the main person sitting as doctor us not at all a doctor,he doesn't know to read a blood sample and conclude the disease.personally i request to take a action on these people"
Hospital,Positive,"This is in fact a civil hospital. But right now due to Covid situation has turned into Covid-19 Testing center. Staff are very helpful. Not only staff, at this time, you will find volunteers. Special mention goes to Vinita Kaul mam. A selfless lady, always eager to help. Ready to listen. Not only me, I saw her taking extra care of elderly and all other guys. Doesn't matter whether you are rich or poor. Generally people tend to ignore labour class. She would be first one to reach out to every individual and will try to help them. Chances are if you are stuck on anything, pls ask for Vinita mam. And she will get it done in a jaffa"
Hospital,Negative,"I visited this hospital with rigorous toe-thumb join pain.. Doctor provided medicine without checking the problem. He provided RANTIDINE TABLETS I.P 150 mg, which is banned in UK, US and India due to the contents of Cancer causing substances."
Hospital,Positive,"I walked in today for my second dose of Vaccine....covishield the sister injected but even still now have a question....that did she really injected the dose since I don't have pain I cannot feel the medicine, no bulg or swelling even in the injected area which happens in the first hour"
Hospital,Positive,Doctor and nurses are very good. Dr Lokesh is a very good doctor. I hope the hospital prosper well. Thank you
Hospital,Negative,"Don't visit here for covid test, they are so irresponsible, especially one lady, one who is incharge for swab test...such a disgusting lady she is, She doesn't follow the procedure properly, please don't believe there report, try to go for another test in any Private hospital. CAN'T TRUST GOVERNMENT SERVICE."
Hospital,Negative,Hospital is closed. Even it shows time as 6 am for opening
Hospital,Negative,No staff would be available. One nurse will be there. Doctor not available and asked to come tomorrow that too doctor will come late bcos some Pooja festival is there.
Hospital,Negative,Very bad I'm very suffering from stomach pain I go here @10am but still not open government is not on duty and we are still paying taxes..? Very bad about government..
Hospital,Positive,Decent BBMP government run place for primary health care. Registered and went for Covid Vaccination there and experience was decent. Staff is helpful.
Hospital,Positive,Good for quick medical assistance for minor problems
Hospital,Negative,Most wasted doctors
Hospital,Positive,"This is a general hospital which previously was a medical college. They have maintained the vintage feel very well. The whole place is so calm. No noises of a hospital. Most of the area are currently under renovation but things happen smooth here. A fumigation is a must as soon as possible. I was here for 2-3 days with my sister's delivery. Mosquitos at this place eats you alive. The hospital staff call them ""pets"" and all and its absolutely not funny. Even my new born niece was bitten by them"
Hospital,Negative,"I'm not sure how to review a government hospital.Calicut Beach Hospital, located near Kozhikode Beach, may be one of the best hospitals in Kozhikode that provides good treatment. However, even though the treatment is good, there will always be a crowd at the OP ticket counter, making you want to wait longer. On my last visit, there was only one staff to deal with the entire crowd, which was disgusting and disappointing . I had an X-ray scan for ₹120 at a pharmacy after a morning that was extremely full and an evening that was equally congested."
Hospital,Negative,"I had a very disappointing experience at Calicut Beach Hospital. The service was subpar and did not meet my expectations. The staff and security seemed disorganized and unresponsive, which made my visit frustrating and stressful. I hope they can address these issues and improve their service in the future"
Hospital,Positive,Good treatment provided by the hospital. Top-notch doctors and facilities available.Conveniently located near the beach Kozhikode.
Hospital,Positive,Govt. General hospital is one of the biggest govt sector hospitals in Kozhikode. Almost every specialist branches are available here.
Hospital,Positive,Calicut beach hospital located near kozhikode beach is one of the best hospital in kozhikode which provide good treatment even though the treatment is good there will be always crowd in OP ticket counter want to wait more time on the ticket counter at my last visit there were only one staff to deal entire crowd this is very disgusting and disappointing all other things here is excellent
Hospital,Negative,Better than other hospitals.. Everything is good except mosquito attack 
Hospital,Positive,"Established in 1951 as a Medical College, the hospital was changed to Govt. General Hospital in 1957. Spread over 12.57 hectares of land, the building consists of 500 beds, 23 general wards and a pay ward. The hospital has almost all departments and is easily accessible as it is located in the head of the city."
Hospital,Negative,"Very bad experience with surgery department. Docters doesn't have time for communication with patient. Dr. Sheeba she behaves very rude.they doesn't consider patient's rights, doesn't feel any respect. So we went to another hospital and done the treatment successfully."
Hospital,Negative,"Don't even try to come on evening....such a worst behaviour of staffs....even it is not crowded, it will take atleast 2hours to see doctor.....better to go to private hospitals"
Hospital,Negative,"No medicine in pharmacy , otherwise doctors are excellent, we can't contact them through phone calls"
Hospital,Negative,"I visited the dental department. There are good doctors. The area was crowded with patients. Due to the rush, i got appointment for cleaning after 2 months. So i had to do it from another private clinic. Doctors are really struggling handling the rush. Treatment charges are low. But getting an appointment is not easy."
Hospital,Positive,"One of the important and famous hospital in Kozhikode city. Generally known as Beach Hospital. Having most of facilities for the people at free of cost we can say...well operating hospital by govt of Kerala...All the best for the future efforts and keep on improving, make more better than other private hospitals in the city"
Hospital,Positive,"Even though the hospital is crowded, facility has improved much. Experienced doctors. Low cost medicine. Free check ups. Prefer government hospitals rather than private. Wards are spacious. All staffs are very supportive. Parking space available."
Hospital,Positive,Very Good service good treatment
Hospital,Negative,"The present government's management led to lack of medicines, xray, scan etc"
Hospital,Positive,Good Hospital and Faculties but Need To Improvised A lot Dont Have Pediatric Op Doctors full Time. Only Available Morning to 12 Noon After that it will very Difficult to have Consulting for Babies and infant's
Hospital,Positive,Beach hospital is a wonderful place i feeling so happy and different experience must experience this like situation it's a good memory and also a bad memory.
Hospital,Positive,Very clean and well maintained hospital. One of the oldest hospitals in Calicut. Great doctors and friendly staff. Ample parking. Sign boards everywhere to direct patients and visitors. Has a seperate wing for Covid19 treatment.
Hospital,Negative,"The facility is a huge maze with little to no proper signage to guide visitors. While the facility is mostly clean and the washrooms are better than most public toilets, the management deserves credit for this. The strict cleanliness standards are maintained because the staff and security are diligent in enforcing them."
Hospital,Negative,Very bad experience. I have never seen this type of hospital. We admitted my grandmother for face swelling issues on Wednesday. Friday early morning her pulse rate is very low morning at 6.00 am they tell us she died...  After she die they not tell anything properly.
Hospital,Positive,"The life saving Exlent Hospital some of my friends visited and get treatment they said the best hospital in India Tamilnadu thanks for having such a very good, hospital in our Chennai."
Hospital,Positive,A good multispeciality government hospital. Excellent infrastructure and interiors are designed perfect. Hospital is well maintained and hygienic. House keeper's are always keen to keep the premises clean and healthy.
Hospital,Positive,"Located in Omanturar Government Estate in Annasalai. and opened in February 2014. Originally built in 2010 as the Tamil Nadu Legislative Assembly and Secretariat Complex, the Assembly Hall, Secretariat and offices of the Chief Minister and Cabinet Ministers, the complex was later converted into a super specialty hospital."
Hospital,Negative,"We lost our father there..Worst hospital..The students who are studying there didn't know even how to scan...They are learning with the life of patients...Irresponsible Nurses...After 5 days of worst treatment,My father passed away."
Hospital,Negative,Wastage of public money by two parties of Tamilnadu. A secretariat converted in to hospital. Happy that atleast the hospital is functioning. Looks majestic and a sight for photography.
Hospital,Positive,"Wonderful hospital with the most economical diagnostics possible under sun in the world.
It has all the set up needed for Oncology services from top to bottom."
Hospital,Positive,"One of the best and may be the biggest Government run Multi-specialist hospital, catering to the common citizen."
Hospital,Negative,"OP doctors in neurology think they are god , not treating patients with respect . Doctors are mere humans only thinking as if they own the hospital. Never gonna come back here again"
Hospital,Positive,Well maintained. Very big multi speciality hospital in Chennai
Hospital,Negative,"Covid facility ward 12. Hospital staff doctor ,nurse , mama are helpful caring . Facility ,washrooms are worst and make cause more harm to patients heath"
Hospital,Positive,One of the oldest hospital in Mumbai. Offers descent medical care in affordable price.
Hospital,Positive,Clean Well maintained Hospital Treatment Is Very Good
Hospital,Positive,Cleanness and Hygiene is Maintained In Hospital Premises
Hospital,Negative,"Kind of scam, corrupted staff, SAI the leader who don't want to end medical certificate process smoothly because he want to be a crorepati. Felt sick and helpless in such a mean system.....I will complain regarding sai and staff in law"
Hospital,Negative,"This hospital is worst in all aspects. Non co-operative staff, doctors. You have to follow up constantly to get treatment for your patient. If something need to done on urgent basis then nurses won't do it without been said by doctors. They don't have the basic facilities to provide for the patients. I've been asked to get a Xerox of documents at eleventh hour. I would just say that please don't admit your dear ones here unless you don't have a option."
Hospital,Negative,Very bad hospital. Rules and regulations is very bad here.Some doctors and worker behaviour is very bad.They didn't think the situation of patients.This hospital is not good for senior citizens. For operation they write all medicine for outside. If you want to admit any patience then you'll have to free all days for patients.It will take for all the process including all test and operation 12-15 days. If you have any reference then you can go in this hospital othereise you'll have to face lots off problem here. No one will support you in this hospital.beacuse I face this types problem.Its not good for poor and senior citizens....only cleaning and food is good for patients
Hospital,Negative,"Is there any option for 0 star. Will recommend not to go there,never in emergency don't even look at that hospital doctors are not good and doesn't have any facilities,they do not have lab u have to go out to test n all the reports, please avoid this hospital its not good at all"
Hospital,Negative,1 star down because of lack of water storage for use us and Washrooms are not clean for patients but clean washroom for workers so bad experience if you want to stop here. But doctor's and workers are friendly
Hospital,Negative,"This is a govt. hospital. In india if u have any reference or approach then u can take a good service from govt. Hospital otherwise go from one window to another window, no one will listen your pain. So if u have money then don't go to this hospital. Thank you."
Hospital,Negative,"I know the facilities provided by this government hospital are free. But the doctors, nurses, staff members, cleaning men and women are getting paid by the government by our tax money. They should treat us with respect. Worst hospital services ever."
Hospital,Positive,"Gt hospital is good and hygiene. Doctor and sister is also kindly.... And there,s staff is also well. Dr present every time for patient who admit. I like there's service .......God bless You Gt Hospital & Happy New Year 2018"
Hospital,Positive,As per my experience doctors and nurses were friendly and everything was available facilities were good but there was lack of hygiene in some Ward's toilets were not cleaned and bedsheet was dirsty too
Hospital,Negative,"Staffs are Not co-operative, i went there for checkout date of death of my grandfather's, which is i haven't as I have only known year, so i request them to take your time and check between may to sep month but they not even checking in register, as I told you can find out within 1 or 2 month but they refused and say we can't find out if you don't know exact date. Just imagine if I know the date then why should I'll go there.? It's very difficult and trouble for me nowadays as I don't have any death proof of my grandfather."
Hospital,Positive,Best and cleanest government hospital in mumbai. As well as cheap in front of all private hospitals & staff and doctors are too good here.Affordable for every common person Operation of lakhs in thousands
Hospital,Positive,Best hospital in overall Mumbai region for the poor and below poverty line people.i must compliment about the surgical staff and whole team of gokuldas are very Co operative helpful and caring towards the patients.i will recommend everyone to go and get Well soon under Gokul das tejpal hospital..best hospital at cheaper rates
Hospital,Positive,"One of the government hospital in Mumbai. I like the cleanliness and hygiene around this place. There is proper queue for the case paper, separate queue for women's."
Hospital,Positive,"Good hospital in case of midnight emergencies, they need to improve on infrastructure and also there is waiting time but my personal experience is the medication provided by them is very effective and that too at a very reasonable cost."
Hospital,Positive,"This is Govt hospital run in coordination with the very famous JJ Hospital. Mumbai CST and Crowford market are well known places nearby. They have medicine, surgery, psychiatry and radiology departments"
Hospital,Negative,Worst medical experience Especially Sai peon was asking me for bribe 3000 for single medical certificate
Hospital,Negative,I would just mention about the poor infrastructure. This needs to be really taken care of by the Govt. Else this Hospital is upto the mark. God bless the staff and the doctors for caring so much about their patients.
park,Positive,"Priyadarshini Park is a serene oasis amidst the city's hustle and bustle. Ideal for a morning walk, the park features well-maintained pathways, lush greenery, and beautiful views of the coastline. The atmosphere is tranquil, making it perfect for reflection and relaxation. The fresh air and the sound of chirping birds create a calming environment, allowing for a refreshing start to the day. It's a great spot for both fitness enthusiasts and those simply looking to enjoy nature. Highly recommended for anyone seeking a peaceful retreat in the city!"
park,Positive,"Priyadarshini Park is also a cultural hub, hosting various events and activities throughout the year. From art exhibitions to music concerts, there's always something happening to keep 1 visitors entertained. Whether you're seeking a peaceful retreat or an active day out, Priyadarshini Park has something to offer everyone."
park,Positive,This is one of the best place to visit if you’re near marine Drive. You can witness the beautiful sunset. This is the sports complex at Malabar Hill. There is a rush in the evening.
park,Positive,The place is very clean and pleasant. There are a lot of benches where elderly's can sit and enjoy the view. There is also a kids play area. The most attractive part is the ocean view 
park,Positive,Very well maintained park. It has a special track for athletics. Gymnastics for kids 9 years and onwards. There's a gym and yoga sessions also are conducted here. Two tennis courts are also there. A good place to explore a lot of fitness options in 1 place
park,Positive,Nice place to go with family and friends. Small kids and even elderly people would love this place to spend time for 2-3 hrs. Clean and clam park. Well maintained.
park,Positive,Best place to have a peaceful environment. You can among along with your family and friends to hang out. There are different playgrounds for different activities. You can have a long walk over here. Fresh Air flow all the time as it's near to the Arabian sea. You can also sea facing view. Better to visit in morning or evening before night to enjoy the view.
park,Positive,"The entire park is self-governed and self-funded. Since 1991, Malabar Hill Citizens’ Forum has invested over 30 crores in the development of PDP and sports complex."
park,Positive,"It is an amazing place to spend the evening , camera is not allowed there, but mobile photography is allowed"
park,Negative,Very small resting park
park,Positive,The walking path needs a bit of repair. I love to walk here though. It has a attached hanuman temple and there is a small kids play area too. However I don't see many people due to corona
park,Negative,"Not good, the area is too small"
park,Negative,"There is no good maintanence here, the complete grass is about to convert into full of mud, play area activities kits are not maintained, atleast a service is required to make them well, here you can find lord Anjaneya temple."
park,Negative,"In terms of hygiene and safety for kids it's zero... No maintenance at all. Would like to request the concerned department to take care of it at the earliest, as it is the only park in our entire area."
park,Positive,"This is the only government park available in that location. It's an average and small park. Some children playing accessories available. 2 wheeler parking available. For 4 wheeler, can be parked in the roadside. As it's not a crowded place so not much problem for parking."
park,Positive,"Well maintained and play area is decent! For those coming from Sarjapura who don't have any parks around, this is a good place to come to as it takes about only 20 mins to reach this place."
park,Positive,"It's peaceful place with less crowd. Good for evening walk and morning walk. Nearby apartment tot his park are: Ds max sprinkles, trifecta joli, ahad euohoria, mana carmel."
park,Positive,We have good play area neatly maintained plus temple inside jai hanuman always open closing time 8 pm
park,Positive,Residents are lucky to have this park. Although it is small serves purpose somewhat. If It would had double size then it ll be superb
park,Positive,"It has children friendly atmosphere, good place to rest inbetween your street shopping. Have a good greenery."
park,Positive,Very nice park for Family Really had good time with Family. Plan visit very soon in december. Nice Clean and Well Maintain .
park,Positive,Best place to have a break or get good walk. well maintained !!! Near by temple add more sugar to tha place.
park,Positive,Not much spacious. Too much crowded during evening times. Good place for kids to play
park,Positive,"Cubbon Park is a visual treat at every turn, with a calm and peaceful atmosphere that serves as a perfect getaway from city life. The abundance of trees offers plenty of shade, making it comfortable even on sunny days. The park's well-maintained pathways and lush lawns invite you to explore and unwind. There are numerous eateries just outside the park, providing ample choices for food and refreshments, catering to a variety of tastes."
park,Positive,"It has thousands of trees. One can simply sit under a tree and read a book. Other activities which can be done here are walking, jogging, sight seeing and take photos and videos."
park,Positive,"This is perfect family gate away for weekends. In the center of Bangalore with great proximity for urban Bangalore.Nominal entry fees and prices for different activity are also normal. Here you can cover different activities like toy train, swing, break dance, water activity etc. Natural sightseeing destination covered with tress all around. Good parking space for two and four wheelers. Maybe good for running and jogging for local people. Park also has well maintained public toilet which are chargeable. Few small restaurant and outside stalls for food. I liked this place, would love to visit again."
park,Positive,"Cubbon Park in Bangalore is a serene oasis amidst the city's hustle and bustle. Spanning over 300 acres, this lush green space offers a perfect escape for nature lovers, joggers, and families alike. The park's well-maintained paths, beautiful flowering plants, and diverse tree species create a tranquil environment for leisurely walks or picnics. The children's play area and toy train add charm, making it a favorite spot for families. Additionally, the park hosts various cultural and recreational events, enhancing its appeal. While the park is generally clean, more restrooms and better lighting could further improve the visitor experience. Overall, Cubbon Park is a must-visit for anyone looking to unwind in nature's embrace within Bangalore."
park,Positive,"I had an incredible day out at Cubbon Park! Despite our usual reluctance to wake up early on a Sunday morning, the experience was absolutely worth it. We enjoyed a refreshing morning walk, played badminton with close friends, and had a great time with some delicious snacks and juice."
park,Positive,"Cubbon Park is a lush green haven in the heart of Bangalore, offering a perfect escape from the city's hustle and bustle. Spanning over 300 acres, the park is filled with towering trees, well-maintained lawns, and vibrant flower beds, making it ideal for morning walks, jogging, or simply relaxing amidst nature."
park,Positive,"One of the best parks in Bangalore. Appears to be better than Lalbagh. We went on 31.08.24 morning. Wow what an atmosphere. Birds chripping, cool breeze, silent just amazing. We saw a tree from which white colour flowers is constantly falling just like in films.Overall, Cubbon Park, with its greenery offers a refreshing and picturesque environment that is worth a visit. This park provides you a perfect outing with family to relax, exercise, play or just enjoy the nature."
park,Positive,"There is no entrance fee required to enter the park, and washroom facilities are available inside. I recommend visiting on weekdays, as weekends can be busy. Despite the crowds, it's a perfect place to connect with nature and enjoy the beautiful greenery in the heart of the city. For anyone visiting Bangalore, this is a must-see destination."
park,Positive,"Cubbon Park is home to thousands of trees, creating a lush and vibrant ecosystem. You'll find a variety of flora and fauna, making it a delightful spot for nature enthusiasts. The park is meticulously maintained, with beautiful flowerbeds and fountains adding to its charm."
park,Positive,"The park's allure is undeniable, offering a tranquil respite from urban chaos. As I wandered beneath the canopy of ancient oaks and along winding paths, the symphony of rustling leaves and distant birdcalls created a soothing melody. Despite its tranquil allure, the park bore the gentle hum of visitors seeking solace amid nature’s bounty. While I yearned for more solitude, the presence of others underscored the park's popularity and charm."
park,Positive,"Amazing park in the middle of the city. The park is stretched ~5-6km and that makes it really huge. There are multiple activities within the park. People rent out skates and you can learn skating, people teach painting as well. You can host your own small picnic. There is a dog park where you can get your dog for some fun sesh. There’s a library in the park for bookworms. There’s a tennis stadium for those who want to learn/play tennis. We played badminton and just enjoyed some refreshing time. People come for jogging early morning or just walk in the nature’s abode. Must visit for a refreshing walk."
park,Positive,"Cubbon Park is my go-to place in Bangalore whenever I need a break from the city's hustle and bustle. Walking through the lush green pathways, surrounded by towering trees and vibrant flowers, feels like a breath of fresh air. Whether you are jogging in the early morning or just sitting on a bench soaking in the peace, this park never fails to recharge you. The history and charm of the park, along with the stunning architecture nearby, make every visit a little adventure. It's a slice of nature right in the heart of the city, and I can't recommend it enough for anyone looking to unwind."
